timestamp,temperature,vibration,pressure,failure,Power
2025-01-01 00:24:00.000000000,72.99133415648211,1.0525499557830744,108.84312124226354,1.0,2472.409711441814
2025-01-01 00:28:00.000000000,72.82603498440929,0.8537191407495874,84.33582780823437,1.0,2166.428955757587
2025-01-01 01:49:00.000000000,77.28795362722097,0.5624457118352489,117.5683702900054,1.0,2250.145661153613
2025-01-01 01:53:00.000000000,90.02973639445851,0.2617976226465914,105.4145250195125,1.0,2161.266262074918
2025-01-01 02:02:00.000000000,84.83152113874242,0.4828175578982436,111.6880403601564,1.0,2667.329547125991
2025-01-01 02:11:00.000000000,78.24157234000972,0.6945275851870031,94.46797047491768,1.0,1908.093475473888
2025-01-01 03:11:00.000000000,82.11067216698427,0.4584318098925283,102.05618000247492,1.0,1447.7192964206752
2025-01-01 03:23:00.000000000,82.95768729440367,0.6097902026593366,105.03283476909655,1.0,2688.886878079948
2025-01-01 03:48:00.000000000,73.69923228109351,0.5548850219880449,98.46455535785634,1.0,2217.2796861345246
2025-01-01 04:12:00.000000000,87.35654328235078,0.3253236888944353,108.18996387429232,1.0,2539.7267604044405
2025-01-01 04:19:00.000000000,80.4439792887191,0.8193218084703978,102.28927018442968,1.0,1641.5845032764128
2025-01-01 04:24:00.000000000,75.17823772954593,0.6505100016309037,110.0384789747095,1.0,2440.8952046548493
2025-01-01 05:33:00.000000000,71.05034454106705,0.6404443216645879,97.55697142674222,1.0,1530.998638319378
2025-01-01 05:50:00.000000000,75.50022145057689,0.5291330851171494,99.6539510047007,1.0,1950.5256710970525
2025-01-01 05:59:00.000000000,69.56131152845619,0.3549482258980316,99.05401966410754,1.0,1693.518437148378
2025-01-01 06:09:00.000000000,69.5690754280048,0.7324909806778882,115.03846608338756,1.0,1550.1977663575274
2025-01-01 06:13:00.000000000,78.1293818441659,0.4032845893238929,91.56821333122215,1.0,2136.574054498811
2025-01-01 06:25:00.000000000,73.79833953748478,0.4287494204713478,95.39060866927515,1.0,2442.193986109924
2025-01-01 07:28:00.000000000,69.51069045790575,0.5410499623000733,91.72997024548631,1.0,2397.6966933467475
