timestamp,temperature,vibration,pressure,motor_current,failure
2025-01-01 00:00:00,77.48357076505616,0.5152480635954594,93.21505269512778,9.71315356708214,0.0
2025-01-01 00:01:00,74.3386839950467,0.5093121763643289,96.99501453763452,9.944690026153587,0.0
2025-01-01 00:02:00,78.29845069058307,0.2408513581387877,94.12620272301456,10.148592423868363,0.0
2025-01-01 00:03:00,82.7051537781457,0.5339369470319111,101.25418796297048,11.923724421994216,0.0
2025-01-01 00:04:00,73.94922511453906,0.7464857950293813,112.17177196154536,8.54556271241176,0.0
2025-01-01 00:05:00,73.97928269156014,0.3450285522299747,92.53952422243135,8.357295175743362,0.0
2025-01-01 00:06:00,83.07599203937026,0.809516512225247,110.30808491407296,12.533215471563716,0.0
2025-01-01 00:07:00,79.0470440932797,0.6973099662928415,92.53306335572304,9.144667332075782,0.0
2025-01-01 00:08:00,72.89242000825517,0.452833378334202,91.92338110491436,7.5538599388225105,0.0
2025-01-01 00:09:00,77.98248965768619,0.5712891840037377,108.63542858302608,9.119636595719046,0.0
2025-01-01 00:10:00,72.9824714980106,0.9191645783293264,109.71863038353102,9.439747850202968,0.0
2025-01-01 00:11:00,73.00075174880581,0.7461049309122055,109.06310022872172,13.219725627670565,0.0
2025-01-01 00:12:00,76.56901947611453,0.6010373071696411,87.4407061149592,11.969388464181597,0.0
2025-01-01 00:13:00,65.82257856173776,0.5516191888295597,95.98878986099072,12.424701161606732,0.0
2025-01-01 00:14:00,66.794123375986,0.6143430228738829,108.92774015095182,11.779518130877296,0.0
2025-01-01 00:15:00,72.63696575821255,0.4965239477565528,101.1627574130013,12.0419551447031,0.0
2025-01-01 00:16:00,70.41389381070356,0.1777723172229484,90.05982055865148,8.783185550964587,0.0
2025-01-01 00:17:00,77.07888425964003,1.006993483405859,105.4292587190272,9.772011554847587,0.0
2025-01-01 00:18:00,70.99707461869731,0.6294487244195226,93.74725240392424,8.199234372720692,0.0
2025-01-01 00:19:00,68.50517014872075,0.6778291586579431,118.88972957625082,9.767920157391677,0.0
2025-01-01 00:20:00,82.92436946803157,0.5864243128940155,116.44195732988892,11.566918523010749,0.0
